geneset	description	link	C	O	E	R	PValue	FDR	overlapGene	OverlapGene_UserID
GO:0050953	sensory perception of light stimulus	http://amigo.geneontology.org/amigo/term/GO:0050953	60	5	0.641791044776119	7.7906976744186	0.00038982589323111	1	1280;5076;10083;11281;149461	USH1C;POU6F2;COL2A1;CLDN19;PAX2
GO:2000036	regulation of stem cell population maintenance	http://amigo.geneontology.org/amigo/term/GO:2000036	5	2	0.0534825870646766	37.3953488372093	0.00109518184336055	1	5076;8091	PAX2;HMGA2
GO:0007399	nervous system development	http://amigo.geneontology.org/amigo/term/GO:0007399	837	18	8.95298507462687	2.01050262565641	0.00135419416498372	1	1271;1280;3975;5076;7545;8193;8822;10642;10683;11281;27443;55859;56896;84570;121643;129025;221914;347733	IGF2BP1;DLL3;POU6F2;FOXN4;CNTFR;COL2A1;ZNF280A;GPC2;CECR2;TUBB2B;LHX1;PAX2;BEX1;DPYSL5;ZIC1;DPF1;COL25A1;FGF17
GO:0048793	pronephros development	http://amigo.geneontology.org/amigo/term/GO:0048793	6	2	0.0641791044776119	31.1627906976744	0.00163161996805972	1	3975;5076	LHX1;PAX2
GO:0051028	mRNA transport	http://amigo.geneontology.org/amigo/term/GO:0051028	7	2	0.0748756218905473	26.7109634551495	0.00226877054188024	1	10642;29118	IGF2BP1;DDX25
GO:2000698	positive regulation of epithelial cell differentiation involved in kidney development	http://amigo.geneontology.org/amigo/term/GO:2000698	7	2	0.0748756218905473	26.7109634551495	0.00226877054188024	1	3975;5076	LHX1;PAX2
GO:2000779	regulation of double-strand break repair	http://amigo.geneontology.org/amigo/term/GO:2000779	7	2	0.0748756218905473	26.7109634551495	0.00226877054188024	1	8091;56154	TEX15;HMGA2
GO:0007601	visual perception	http://amigo.geneontology.org/amigo/term/GO:0007601	57	4	0.609701492537313	6.56058751529988	0.00297178747620164	1	1280;5076;11281;149461	POU6F2;COL2A1;CLDN19;PAX2
GO:0072224	metanephric glomerulus development	http://amigo.geneontology.org/amigo/term/GO:0072224	8	2	0.0855721393034826	23.3720930232558	0.00300451830143289	1	3975;5076	LHX1;PAX2
GO:0006403	RNA localization	http://amigo.geneontology.org/amigo/term/GO:0006403	9	2	0.0962686567164179	20.7751937984496	0.00383677990325126	1	10642;29118	IGF2BP1;DDX25
