geneset	description	link	C	O	E	R	PValue	FDR	overlapGene	OverlapGene_UserID
GO:0051216	cartilage development	http://amigo.geneontology.org/amigo/term/GO:0051216	92	5	0.52636815920398	9.49905482041588	0.000136714906321389	0.333836723942272	1300;1301;1311;6423;81792	COL10A1;COL11A1;COMP;SFRP2;ADAMTS12
GO:0048705	skeletal system morphogenesis	http://amigo.geneontology.org/amigo/term/GO:0048705	99	5	0.566417910447761	8.82740447957839	0.000193649647499239	0.333836723942272	1300;1301;1311;6423;6664	COL10A1;COL11A1;COMP;SFRP2;SOX11
GO:0009653	anatomical structure morphogenesis	http://amigo.geneontology.org/amigo/term/GO:0009653	868	13	4.96616915422886	2.6177118813865	0.00026303818720641	0.333836723942272	1300;1301;1311;1833;3624;4958;4969;5789;6423;6664;50944;81792;170690	COL10A1;COL11A1;COMP;ADAMTS16;EPYC;INHBA;OMD;OGN;SHANK1;PTPRD;SFRP2;SOX11;ADAMTS12
GO:0042340	keratan sulfate catabolic process	http://amigo.geneontology.org/amigo/term/GO:0042340	5	2	0.0286069651741294	69.9130434782609	0.000309927426212386	0.333836723942272	4958;4969	OMD;OGN
GO:0061448	connective tissue development	http://amigo.geneontology.org/amigo/term/GO:0061448	110	5	0.629353233830846	7.94466403162055	0.000317879188670989	0.333836723942272	1300;1301;1311;6423;81792	COL10A1;COL11A1;COMP;SFRP2;ADAMTS12
GO:0035385	Roundabout signaling pathway	http://amigo.geneontology.org/amigo/term/GO:0035385	7	2	0.0400497512437811	49.9378881987578	0.000646323951570604	0.481160250473212	1833;4969	EPYC;OGN
GO:0031344	regulation of cell projection organization	http://amigo.geneontology.org/amigo/term/GO:0031344	200	6	1.14427860696517	5.24347826086957	0.000696864208627579	0.481160250473212	1833;4969;5789;6423;50944;170690	ADAMTS16;EPYC;OGN;SHANK1;PTPRD;SFRP2
GO:0061029	eyelid development in camera-type eye	http://amigo.geneontology.org/amigo/term/GO:0061029	8	2	0.045771144278607	43.695652173913	0.000858766384602694	0.481160250473212	3624;6664	INHBA;SOX11
GO:0060349	bone morphogenesis	http://amigo.geneontology.org/amigo/term/GO:0060349	35	3	0.200248756218905	14.9813664596273	0.000950556031930172	0.481160250473212	1300;1311;6423	COL10A1;COMP;SFRP2
GO:0003208	cardiac ventricle morphogenesis	http://amigo.geneontology.org/amigo/term/GO:0003208	36	3	0.205970149253731	14.5652173913043	0.00103310507469234	0.481160250473212	1301;6423;6664	COL11A1;SFRP2;SOX11
